"","r","Freq"
"13817","Textron Aviation Inc. [Cessna] 525",2
"13818","Textron Aviation Inc. [Cessna] 525A",1
"13819","Textron Aviation Inc. [Cessna] 525B",1
"13820","Textron Aviation Inc. [Cessna] 550",5
"13821","Textron Aviation Inc. [Cessna] 550 (Bravo",1
"13822","Textron Aviation Inc. [Cessna] 550 BRAVO",1
"13823","Textron Aviation Inc. [Cessna] 551",5
"13824","Textron Aviation Inc. [Cessna] 560",3
"13825","Textron Aviation Inc. [Cessna] 560 ENCORE",1
"13826","Textron Aviation Inc. [Cessna] 560 ENCORE+",1
"13827","Textron Aviation Inc. [Cessna] S550",3
"13828","Textron Aviation Inc. 206",1
"13829","Textron Aviation Inc. 207",1
"13830","Textron Aviation Inc. 207A",1
"13831","Textron Aviation Inc. 210-5",1
"13832","Textron Aviation Inc. 210-5A",1
"13833","Textron Aviation Inc. 210B",1
"13834","Textron Aviation Inc. 210C",1
"13835","Textron Aviation Inc. 210D",1
"13836","Textron Aviation Inc. 210E",1
"13837","Textron Aviation Inc. 210F",1
"13838","Textron Aviation Inc. 210G",1
"13839","Textron Aviation Inc. 210H",1
"13840","Textron Aviation Inc. 210J",1
"13841","Textron Aviation Inc. 210K",1
"13842","Textron Aviation Inc. 210L",1
"13843","Textron Aviation Inc. 210M",1
"13844","Textron Aviation Inc. 210N",1
"13845","Textron Aviation Inc. U206A",1
"13846","Textron Aviation Inc. U206B",1
"13847","Textron Aviation Inc. U206C",1
"13848","Textron Aviation Inc. U206D",1
"13849","Textron Aviation Inc. U206E",1
"13850","Textron Aviation Inc. U206F",1
"13851","Textron Aviation Inc. U206G",1
"13852","Textron Aviation, Inc [Cessna Aircraft] 208",1
"13853","Textron Aviation, Inc [Cessna Aircraft] 208B",1
"13854","Textron Aviation, Inc. 182T",1
"13855","Textron Aviation, Inc. 337G",1
"13856","Textron Aviation, Inc. 337H",1
"13857","Textron Aviation, Inc. T182T",1
"13858","Textron Aviation, Inc. T337G",1
"13859","Textron Aviation, Inc. T337H",1
"13860","Textron Lycoming ",2
"13861","Textron Lycoming A1B",3
"13862","Textron Lycoming A1E",3
"13863","Textron Lycoming A2A",7
"13864","Textron Lycoming A2B",3
"13865","Textron Lycoming AEIO-320-E1A",3
"13866","Textron Lycoming AEIO-360-A1C",1
"13867","Textron Lycoming AEIO-360-A1E6",3
"13868","Textron Lycoming AEIO-360-H1B",3
"13869","Textron Lycoming AEIO-540",2
"13870","Textron Lycoming AF1A",1
"13871","Textron Lycoming AIO-320-A1A",3
"13872","Textron Lycoming AIO-360-A2A",1
"13873","Textron Lycoming AL5512",4
"13874","Textron Lycoming B1A",4
"13875","Textron Lycoming B1B",6
"13876","Textron Lycoming B1C",3
"13877","Textron Lycoming B1D",3
"13878","Textron Lycoming B2A",3
"13879","Textron Lycoming C",1
"13880","Textron Lycoming C1A",3
"13881","Textron Lycoming C1A. TIO-541 Series",1
"13882","Textron Lycoming C1B",3
"13883","Textron Lycoming C1B5",1
"13884","Textron Lycoming C1C5",1
"13885","Textron Lycoming C1D5",1
"13886","Textron Lycoming C4B5",1
"13887","Textron Lycoming C4D5D",1
"13888","Textron Lycoming Continental",4
"13889","Textron Lycoming D",1
"13890","Textron Lycoming D1A",3
"13891","Textron Lycoming D1B",3
"13892","Textron Lycoming D4A5",1
"13893","TEXTRON LYCOMING DATED 3/9/89 PAGES 1 THRU 8",1
"13894","Textron Lycoming E1A",3
"13895","Textron Lycoming E1B",6
"13896","Textron Lycoming E2A",6
"13897","Textron Lycoming E2B",6
"13898","Textron Lycoming Engine models are identical to those specified for OEM (10- prefixed",1
"13899","Textron Lycoming Engine models identical to those specified for OEM (10-prefix",1
"13900","Textron Lycoming F1A",3
"13901","Textron Lycoming Franklin engines",4
"13902","Textron Lycoming HIO-360",2
"13903","Textron Lycoming HIO-360-D1A",1
"13904","Textron Lycoming IO-320-A1A",3
"13905","Textron Lycoming IO-360",2
"13906","Textron Lycoming IO-360-A1B6",3
"13907","Textron Lycoming IO-360-A1B6D",1
"13908","Textron Lycoming IO-360-A1C",1
"13909","Textron Lycoming IO-360-A3B6",2
"13910","Textron Lycoming IO-360-B1A",1
"13911","Textron Lycoming IO-540",2
"13912","Textron Lycoming IO-540 Series Except C1C5",1
"13913","Textron Lycoming IO-720-A1A",1
"13914","Textron Lycoming IO-720-A1B",1
"13915","Textron Lycoming IO-720 Series IVO-540 Series LTIO-540 Series TIGO-541 Series TIO-540 Series except AB1AD",1
"13916","Textron Lycoming IO-720.",1
"13917","Textron Lycoming IO-A1B",1
"13918","Textron Lycoming IO-A1BD",1
"13919","Textron Lycoming IO-A1G6",1
"13920","Textron Lycoming IO-A1H6",1
"13921","Textron Lycoming IO-A1P",1
"13922","Textron Lycoming IO-A2A",1
"13923","Textron Lycoming IO-A2B",3
"13924","Textron Lycoming IO-A2C",1
"13925","Textron Lycoming IO-A4P",1
"13926","Textron Lycoming IO-B1A",1
"13927","Textron Lycoming IO-B1B",3
"13928","Textron Lycoming IO-B1BD",1
"13929","Textron Lycoming IO-B1C",1
"13930","Textron Lycoming IO-B1D",1
"13931","Textron Lycoming IO-B1E",1
"13932","Textron Lycoming IO-B1F6",2
"13933","Textron Lycoming IO-B2C",1
"13934","Textron Lycoming IO-B2E",1
"13935","Textron Lycoming IO-B2F6",1
"13936","Textron Lycoming IO-C1B",2
"13937","Textron Lycoming IO-C1BD",1
"13938","Textron Lycoming IO-C1C",1
"13939","Textron Lycoming IO-C1F",1
"13940","Textron Lycoming IO-C4F",1
"13941","Textron Lycoming IO-C4P",1
"13942","Textron Lycoming IO-D1A",1
"13943","Textron Lycoming IO-D1B",1
"13944","Textron Lycoming IO-D1BD",1
"13945","Textron Lycoming IO-D1C",1
"13946","Textron Lycoming IO-D1CD",1
"13947","Textron Lycoming IO-F1A",1
"13948","Textron Lycoming IO-L2A",1
"13949","Textron Lycoming J4A5",1
"13950","Textron Lycoming LO-360",2
"13951","Textron Lycoming LO-360 Series",1
"13952","Textron Lycoming LTIO-540 TIO-540",1
"13953","Textron Lycoming LTO-360",2
"13954","Textron Lycoming Lycoming",2
"13955","Textron Lycoming O-235 Series",1
"13956","Textron Lycoming O-290-A",1
"13957","Textron Lycoming O-320-B1B",1
"13958","Textron Lycoming O-320-H2AD",1
"13959","Textron Lycoming O-320 Series",3
"13960","Textron Lycoming O-340-A1A",1
"13961","Textron Lycoming O-360",2
"13962","Textron Lycoming O-360-A1F6",1
"13963","Textron Lycoming O-360-J2A",3
"13964","Textron Lycoming O-360 Series",1
"13965","Textron Lycoming O-540",2
"13966","Textron Lycoming O-540- A1A",1
"13967","Textron Lycoming O-540-E4A5",1
"13968","Textron Lycoming O-540 Series",1
"13969","Textron Lycoming O-A1A5",1
"13970","Textron Lycoming O-A1B5",1
"13971","Textron Lycoming O-A1C5",1
"13972","Textron Lycoming O-A1D",1
"13973","Textron Lycoming O-A1D5",1
"13974","Textron Lycoming O-A2B",1
"13975","Textron Lycoming O-A3D5",1
"13976","Textron Lycoming O-A4A5",1
"13977","Textron Lycoming O-A4B5",1
"13978","Textron Lycoming O-A4C5",1
"13979","Textron Lycoming O-A4D5",1
"13980","Textron Lycoming O-AP",1
"13981","Textron Lycoming O-B",1
"13982","Textron Lycoming O-B1A5",1
"13983","Textron Lycoming O-B1B5",1
"13984","Textron Lycoming O-B1D5",1
"13985","Textron Lycoming O-B2A5",1
"13986","Textron Lycoming O-B2B5",1
"13987","Textron Lycoming O-B2C5",1
"13988","Textron Lycoming O-B4A5",1
"13989","Textron Lycoming O-B4B5",1
"13990","Textron Lycoming O-C",1
"13991","Textron Lycoming O-CP",1
"13992","Textron Lycoming O-D1A5",1
"13993","Textron Lycoming O-D2",1
"13994","Textron Lycoming O-D2A",1
"13995","Textron Lycoming O-D2B",1
"13996","Textron Lycoming O-D2C",1
"13997","Textron Lycoming O-E4A5",1
"13998","Textron Lycoming O-E4B5",1
"13999","Textron Lycoming O-E4C5",1
"14000","Textron Lycoming O-F1A5",1
"14001","Textron Lycoming O-F1B5",1
"14002","Textron Lycoming O-G1A5",1
"14003","Textron Lycoming O-G2A5",1
"14004","Textron Lycoming O-H1A5",1
"14005","Textron Lycoming O-H2A5",1
"14006","Textron Lycoming R1A5",1
"14007","TEXTRON LYCOMING SEE UNISON INDUSTRIES LIMITED PARTNERSHIP SLICK MAGNETO ELIGIBILITY LIST",1
"14008","Textron Lycoming Series O-320",2
"14009","Textron Lycoming T-53-L-703",2
"14010","Textron Lycoming T4A5D",1
"14011","Textron Lycoming T4B5D",1
"14012","Textron Lycoming T53-L-11",1
"14013","Textron Lycoming T53-L-11A",1
"14014","Textron Lycoming T53-L-13B",2
"14015","Textron Lycoming T5311A",1
"14016","Textron Lycoming T5311B",1
"14017","Textron Lycoming T5313B",2
"14018","Textron Lycoming T5317A",2
"14019","Textron Lycoming T5317A-1",2
"14020","Textron Lycoming T5317B",2
"14021","Textron Lycoming T5508D",3
"14022","Textron Lycoming TIGO-541-E1A",1
"14023","Textron Lycoming TIO-360",2
"14024","Textron Lycoming TIO-540",1
"14025","Textron Lycoming TIO-540-A1A",1
"14026","Textron Lycoming TIO-540-AE2A",1
"14027","Textron Lycoming TIO-540-C1A",1
"14028","Textron Lycoming TIO-540-S1AD",1
"14029","Textron Lycoming TIO-541-A1A",1
"14030","Textron Lycoming TIO-A1B",1
"14031","Textron Lycoming TIO-A2A",1
"14032","Textron Lycoming TIO-A2B",1
"14033","Textron Lycoming TIO-E1A4",1
"14034","Textron Lycoming TIO-E1B4",1
"14035","Textron Lycoming TIO-E1C4",1
"14036","Textron Lycoming TIO-E1D4",1
"14037","Textron Lycoming TIO540AE2A",1
"14038","Textron Lycoming TIO540R2AD",1
"14039","Textron Lycoming TIVO-540-A2A",1
"14040","Textron Lycoming TO-360",2
"14041","Textron Lycoming TVO-435-B1A",1
"14042","Textron Lycoming VO-435-A1D",1
"14043","Textron Lycoming VO-540",1
"14044","Textron Lycoming VO-540-A1A",1
"14045","Textron Lycoming VO-540.",1
"14046","Textron Lycoming VO-A1A",1
"14047","Textron Lycoming VO-A1E",1
"14048","Textron Lycoming VO-A1F",1
"14049","Textron Lycoming VO-B1A",1
"14050","Textron Lycoming VO-B1B",2
"14051","Textron Lycoming VO-B1B3",1
"14052","Textron Lycoming VO-B1D",1
"14053","Textron Lycoming VO-B2D",1
"14054","Textron Lycoming VO-C1C3",1
"14055","Textron Lycoming VO-D1B",1
"14056","Textron Lycoming VO-G1B",1
"14057","Textron Lycoming when installed on Lycoming",2
"14058","Textron Lycoming/ Subsidiary of Textron, Inc. IO-720-A1A",1
"14059","Textron Lycoming/ Subsidiary of Textron, Inc. IO-A1B",1
"14060","Textron Lycoming/ Subsidiary of Textron, Inc. IO-A1BD",1
"14061","Textron Lycoming/ Subsidiary of Textron, Inc. IO-B1A",1
"14062","Textron Lycoming/ Subsidiary of Textron, Inc. IO-B1B",1
"14063","Textron Lycoming/ Subsidiary of Textron, Inc. IO-B1BD",1
"14064","Textron Lycoming/ Subsidiary of Textron, Inc. IO-C1B",1
"14065","Textron Lycoming/ Subsidiary of Textron, Inc. IO-C1BD",1
"14066","Textron Lycoming/ Subsidiary of Textron, Inc. IO-D1B",1
"14067","Textron Lycoming/ Subsidiary of Textron, Inc. IO-D1BD",1
"14068","Textron Lycoming/ Subsidiary of Textron, Inc. IO-D1C",1
"14069","Textron Lycoming/ Subsidiary of Textron, Inc. IO-D1CD",1
"14070","The Boeing Company (KC-10A",1
"14071","The Boeing Company 707-100 Long Body",1
"14072","The Boeing Company 707-100 LONG BODY",1
"14073","The Boeing Company 707-100B Long Body",1
"14074","The Boeing Company 707-100B LONG BODY",1
"14075","The Boeing Company 707-100B Short Body",1
"14076","The Boeing Company 707-100B SHORT BODY",1
"14077","The Boeing Company 707-200",2
"14078","The Boeing Company 707-300 Series",1
"14079","The Boeing Company 707-300 SERIES",1
"14080","The Boeing Company 707-300B Series",1
"14081","The Boeing Company 707-300B SERIES",1
"14082","The Boeing Company 707-300B Series 707-300C Series",1
"14083","The Boeing Company 707-300C Series",2
"14084","The Boeing Company 707-300C SERIES",1
"14085","The Boeing Company 707-400 Series",1
"14086","The Boeing Company 707-400 SERIES",1
"14087","The Boeing Company 727-200 Series",1
"14088","The Boeing Company 727-200 Series 727-200F Series",1
"14089","The Boeing Company 727-200F Series",1
"14090","The Boeing Company 737",2
"14091","The Boeing Company 737-100 Series",5
"14092","The Boeing Company 737-100 SERIES",4
"14093","The Boeing Company 737-100 Series 737-200 Series 737-200C Series 737-300 Series 737-400 Series 737-500 Series 737-600 Series 737-700 Series 737-700C Series 737-800 Series 737-900 Series 737-900ER Series",1
"14094","The Boeing Company 737-200 Series",5
"14095","The Boeing Company 737-200 SERIES",11
"14096","The Boeing Company 737-200C Series",4
"14097","The Boeing Company 737-200C SERIES",7
"14098","The Boeing Company 737-300",1
"14099","The Boeing Company 737-300 Series",7
"14100","The Boeing Company 737-300 SERIES",12
"14101","The Boeing Company 737-400 Series",6
"14102","The Boeing Company 737-400 SERIES",8
"14103","The Boeing Company 737-500",1
"14104","The Boeing Company 737-500 Series",7
"14105","The Boeing Company 737-500 SERIES",7
"14106","The Boeing Company 737-600",2
"14107","The Boeing Company 737-600 Series",5
"14108","The Boeing Company 737-600 SERIES",7
"14109","The Boeing Company 737-700",3
"14110","The Boeing Company 737-700 Series",5
"14111","The Boeing Company 737-700 SERIES",11
"14112","The Boeing Company 737-700C",1
"14113","The Boeing Company 737-700C Series",5
"14114","The Boeing Company 737-700C SERIES",4
"14115","The Boeing Company 737-800",2
"14116","The Boeing Company 737-800 Series",5
"14117","The Boeing Company 737-800 SERIES",11
"14118","The Boeing Company 737-900",1
"14119","The Boeing Company 737-900 Series",6
"14120","The Boeing Company 737-900 SERIES",5
"14121","The Boeing Company 737-900ER Series",3
"14122","The Boeing Company 737-900ER SERIES",4
"14123","The Boeing Company 747-100",2
"14124","The Boeing Company 747-100 Series",5
"14125","The Boeing Company 747-100 SERIES",4
"14126","THE BOEING COMPANY 747-100 SERIES",2
"14127","The Boeing Company 747-100 Series 747-100B Series 747-200B Series 747-100B SUD Series 747-200C Series 747-200F Series 747-300 Series 747-400 Series 747-400D Series 747-400F Series 747-8 Series 747-8F Series",1
"14128","The Boeing Company 747-100 Series 747-200B Series",1
"14129","The Boeing Company 747-100B",1
"14130","The Boeing Company 747-100B Series",4
"14131","The Boeing Company 747-100B SERIES",5
"14132","The Boeing Company 747-100B SUD",1
"14133","The Boeing Company 747-100B SUD Series",3
"14134","The Boeing Company 747-100B SUD SERIES",3
"14135","The Boeing Company 747-200",1
"14136","The Boeing Company 747-200 Series",1
"14137","The Boeing Company 747-200B",1
"14138","The Boeing Company 747-200B Series",6
"14139","The Boeing Company 747-200B SERIES",7
"14140","THE BOEING COMPANY 747-200B SERIES",2
"14141","The Boeing Company 747-200B Series 747-200C Series 747-200F Series 747-300 Series",1
"14142","The Boeing Company 747-200B Series 747-200C Series 747-300 Series",1
"14143","The Boeing Company 747-200B Series 747-200F Series",1
"14144","The Boeing Company 747-200B Series 747-200F Series 747-300 Series",1
"14145","The Boeing Company 747-200B Series 747-300 Series",1
"14146","The Boeing Company 747-200B Series 747-300 Series 747-400 Series",1
"14147","The Boeing Company 747-200C",1
"14148","The Boeing Company 747-200C Series",6
"14149","The Boeing Company 747-200C SERIES",6
"14150","THE BOEING COMPANY 747-200C SERIES",2
"14151","The Boeing Company 747-200F",1
"14152","The Boeing Company 747-200F Series",5
"14153","The Boeing Company 747-200F SERIES",5
"14154","The Boeing Company 747-200F Series 747-400F Series",1
"14155","The Boeing Company 747-300",2
"14156","The Boeing Company 747-300 Series",8
"14157","The Boeing Company 747-300 SERIES",5
"14158","The Boeing Company 747-400",2
"14159","The Boeing Company 747-400 Series",8
"14160","The Boeing Company 747-400 SERIES",6
"14161","The Boeing Company 747-400 Series 747-400D Series",1
"14162","The Boeing Company 747-400 Series 747-400D Series 747-400F Series",1
"14163","The Boeing Company 747-400 Series 747-400D Series 747-400F Series 747-8F Series",1
"14164","The Boeing Company 747-400 Series 747-400F Series",1
"14165","The Boeing Company 747-400 Series 747-400F Series 747-8F Series",1
"14166","The Boeing Company 747-400D",1
"14167","The Boeing Company 747-400D Series",6
"14168","The Boeing Company 747-400D SERIES",5
"14169","The Boeing Company 747-400F Series",5
"14170","The Boeing Company 747-400F SERIES",4
"14171","THE BOEING COMPANY 747-400F SERIES",1
"14172","The Boeing Company 747-400F Series 747-8F Series",1
"14173","The Boeing Company 747-8 Series",2
"14174","The Boeing Company 747-8 SERIES",1
"14175","The Boeing Company 747-800 Series",1
"14176","The Boeing Company 747-8F Series",2
"14177","The Boeing Company 747-8F SERIES",1
"14178","The Boeing Company 747SP Series",4
"14179","The Boeing Company 747SP SERIES",4
"14180","THE BOEING COMPANY 747SP SERIES",2
"14181","The Boeing Company 747SP Series 747-100 Series 747-200B Series 747-200C Series 747-200F Series 747-300 Series",1
"14182","The Boeing Company 747SP Series 747-200B Series 747-200F Series 747-300 Series",1
"14183","The Boeing Company 747SP Series 747SR Series 747-100 Series 747-100B Series 747-100B SUD Series 747-200B Series 747-200C Series 747-200F Series 747-300 Series",1
"14184","The Boeing Company 747SP Series 747SR Series 747-100 Series 747-100B Series 747-200B Series 747-200C Series 747-200F Series 747-300 Series",1
"14185","The Boeing Company 747SR Series",6
"14186","THE BOEING COMPANY 747SR SERIES",2
"14187","The Boeing Company 757",2
"14188","The Boeing Company 757-200",2
"14189","The Boeing Company 757-200 Series",4
"14190","The Boeing Company 757-200 SERIES",4
"14191","The Boeing Company 757-200 Series 757-200CB Series",1
"14192","The Boeing Company 757-200 Series 757-200CB Series 757-200PF Series",1
"14193","The Boeing Company 757-200 Series 757-200PF Series",1
"14194","The Boeing Company 757-200 Series 757-200PF Series 757-300 Series",1
"14195","The Boeing Company 757-200 Series 757-300 Series",1
"14196","The Boeing Company 757-200CB",1
"14197","The Boeing Company 757-200CB Series",3
"14198","The Boeing Company 757-200CB SERIES",1
"14199","The Boeing Company 757-200PF Series",2
"14200","The Boeing Company 757-200PF SERIES",3
"14201","The Boeing Company 757-300",1
"14202","The Boeing Company 757-300 Series",3
"14203","The Boeing Company 757-300 SERIES",2
"14204","The Boeing Company 767-200",3
"14205","The Boeing Company 767-200 SERIES",5
"14206","The Boeing Company 767-200 Series 767-300 Series",1
